tandem_value,dat_tim,rec_typ,auth_ppd,term_ln,term_fiid,term_id,crd_ln,crd_fiid,crd_num_19,brch,regn_id,term_typ_r,auth_typ_cde,auth_typ,auth_rte_stat,auth_originator,auth_responder,auth_entry_tim,auth_exit_tim,auth_re_entry_tim,auth_tran_dat_ymd,auth_tran_tim_hms,auth_tran_tim_tt,auth_post_dat_ymd,acq_ichg_setl_ymd,switch_date_fill,switch_date,switch_mm,switch_dd,iss_ichg_setl_ymd,seq_num,term_typ,tim_ofst,reference_1,acq_inst_id_num1,acq_inst_id_num2,rcv_inst_id_num1,rcv_inst_id_num2,cup_filler_1,cup_post_date,cup_filler_2,ref1_scsmg,billpay_ref1,tran_cde,tran_cde_frm,tran_cde_to,from_acct,receive_slip,to_acct,mult_acct,amt_1_full,amt_2_full,amt_3,dep_bal_cr,atc_counter,term_cability,dep_typ,emv_flag,resp_byte,term_name_loc,term_owner_name,term_city,term_st_x,term_cntry_x,to_acct_fee,acq_fee,iss_fee,change_acct,change_amt,orig_crncy_cde,auth_crncy_cde,auth_conv_rate,auth_crncy_amt,from_bank_code,to_bank_code,pcc_trace_no,bill_cnt_20,bill_cnt_100,bill_cnt_500,bill_cnt_1000,to_acct_name_benef,rvsl_rsn,pin_ofst,shrg_grp,dest_order,auth_id_resp,refr_imp_ind,refr_avail_imp,refr_ledg_imp,refr_hld_amt_imp,dep_setl_imp_flg,adj_setl_imp_flg,refr_ind_pbf1,refr_ind_pbf2,refr_ind_pbf3,refr_ind_pbf4,user_fld4,fee_amt,fee_amt_1,sub_type_from,sub_type_to,barcode_typ,tfr_ir_flg_fee,change_typ,reference_2,frwd_inst_id_num,crd_accpt_id_num,campaign_no,campaign_flag,code_scsmg,phone_cust_ncb,billpay_ref2,crd_iss_id_num,bill_cnt1_4,hopr1_amt,hopr2_amt,hopr3_amt,hopr4_amt,auth_branch_from,auth_branch_to,track2,cb_teller_id,cb_serial_no,card_type,sub_type,dcc_term_group,dcc_mark_up,interchange_tran_type,promptchai_flag,any_id_type,proxy_id,sender_name,proxy_type,acq_bank,iss_bank,dest_bank,pin_block_type,to_acct_name_sender,to_acct_disp_name,sender_tax_id,receiver_tax_id,vtm_bill_cnt,vtm_hopr1_amt_100,vtm_hopr2_amt_0500,vtm_hopr3_amt_1000,vtm_hopr4_amt_0020,vtm_hopr5_amt_0005,vtm_hopr6_amt_0001,special_scb_fee,special_ven_fee,billpay_ref3,rtp_ref_id,app_src_of_trans,app_inf_to_atm,typ_sender,typ_recv,waive_fee_flag,promptchai_wvfee_flag,p2p_billpay_norm_flag,special_bill_flag,verf_pin,mg_commit_date_time,mg_trans_ses_id,mg_tran_status,mg_sender_first_nm,mg_sender_last_nm,mg_sender_cnty,mg_rec_photo_num,mg_recv_dob,mg_recv_first_nm,mg_recv_last_nm,mg_recv_cnty,mg_recv_pos_trn,mg_relation_sender,mg_recv_occup,mg_receive_amt,mg_disp_amt_1,mg_disp_amt_2,mg_remain_amt_1,mg_remain_amt_2,mg_remain_fee,amlo_name,amlo_acct,amlo_id,amlo_crd_flag,amlo_crd_fiid,cr_border_txn_id,cr_usd_amt,cr_cncy_cde,cr_fx_rate,cr_fee,,,,,
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57755E+15,501,501,N,31,210,0,1,3,2.12643E+17,0,0,260416,134203,16,260416,0,0,0,0,0,0,58,30,0,9E+21,,,,,,,,,,38,11,0,0,0,,0,500,0,0,0,310,5,T,T,53,DIEBOLD 510/560 XP,0,i :,W,sH,0,0,0,0,0,764,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,1.05006E+14,105,58,87,115,0,0,5577550116021128=2705000000000000000000,0,0,0,0,T5,3,10N,N,0,66996161655,,MSISDN,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,H,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,42:03.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,3,2.12643E+17,0,0,260416,134210,92,260416,0,0,0,0,0,0,1984,22,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,NCR S6622E XP,SCB,บ ป,],H,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,433,0,0,0,5577557229122883=3208              8701,,,87,1,F5,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,42:10.0,10:51.7,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57755E+15,501,501,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,134222,46,260416,0,0,0,0,0,0,59,30,0,9E+21,,,,,,,,,,38,11,0,4180155999,0,,0,500,0,0,0,311,5,T,T,56,DIEBOLD 510/560 XP,0,i :,W,sH,0,0,0,0,0,764,140,0,0,14,0,0,0,0,0,0,,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,1.05006E+14,105,58,87,115,5011,0,5577550116021128=2705000000000000000000,0,0,0,0,T5,3,11N,N,0,66996161655,,MSISDN,14,14,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,H,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,42:22.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,134254,54,260416,0,0,0,0,0,0,1985,22,0,9E+21,,,,,,,,,,38,1,0,4681281057,0,,0,550,0,0,0,37,5,T,T,56,NCR S6622E XP,0,บ ป,],H,0,0,0,0,0,764,140,0,0,14,0,0,0,0,0,0,,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,433,0,111,0,5577557229122883=3208000000000000008701,0,0,87,1,T5,0,37N,N,0,66996161655,,MSISDN,14,14,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,H,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,42:54.0,10:51.7,,NULL,NULL
DR,2.12643E+17,2,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,3,2.12643E+17,0,0,260416,134454,16,260416,0,0,0,0,0,0,1986,22,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,NCR S6622E XP,SCB,บ ป,],H,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,433,0,0,0,5577557510623011=3011              9531,,,95,31,F5,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,44:54.0,10:51.7,,NULL,NULL
DR,2.12643E+17,2,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,134512,39,260416,0,0,0,0,0,0,1987,22,0,9E+21,,,,,,,,,,38,11,0,4130120910,0,,0,600,0,0,0,85,5,T,T,56,NCR S6622E XP,0,บ ป,],H,0,0,0,0,0,764,140,0,0,14,0,0,0,0,0,0,,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,433,0,111,0,5577557510623011=3011000000000000009531,0,0,95,31,T5,0,85N,N,0,66996161655,,MSISDN,14,14,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,H,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,45:12.0,10:51.7,,NULL,NULL
DR,2.12643E+17,2,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,3,2.12643E+17,0,0,260416,134822,3,260416,0,0,0,0,0,0,1988,22,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,NCR S6622E XP,SCB,บ ป,],H,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,433,0,0,0,5577557229122883=3208              8701,,,87,1,F5,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,48:22.0,10:51.7,,NULL,NULL
DR,2.12643E+17,2,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,134833,67,260416,0,0,0,0,0,0,1989,22,0,9E+21,,,,,,,,,,38,11,11,4130120253,0,3612843999,0,100,390322.98,390322.98,361000000,38,5,T,T,0,NCR S6622E XP,00000000000000JUBU@UAT,B361     บ ป,],H,0,0,0,0,0,764,141,400,0,14,14,0,0,0,0,0,JUBU@UATB361,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,433,0,501,361,5577557229122883=3208000000000000008701,0,0,87,1,T5,0,38N,N,0,66996161655,,MSISDN,14,14,14,0,JUBU@UATB361,นาย ลูกค้าสามร้อยเก้าสิบแปด ไอทีเอสคิวเท,,,0,0,0,0,0,0,0,0,0,,,,,H,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,48:33.0,10:51.7,,NULL,NULL
DR,2.12643E+17,2,UGAV,UAT1,SCB,S1GVT6102,UAT1,SCB,5.57756E+15,111,1,R,31,210,0,1,3,2.12643E+17,0,0,260416,135405,91,260416,0,0,0,0,0,0,208,22,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,NCR S6622 XP,SCB,,,H,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,2.10009E+13,21,9,22,0,0,0,5577557300398410=3209              8804,,,88,4,F5,0,00N,N,,,,,,,,,,,,,2.10009E+21,21,9,22,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,54:05.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAV,UAT1,SCB,S1GVT6102,UAT1,SCB,5.57756E+15,111,1,R,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,135432,16,260416,0,0,0,0,0,0,209,22,0,9E+21,,,,,,,,,,38,11,11,4340357569,0,3612843999,0,560,7803.6,7803.6,361000000,50,5,T,T,0,NCR S6622 XP,00000000000000JUBU@UAT,B361,,H,0,0,0,0,0,764,141,400,0,14,14,0,0,0,0,0,JUBU@UATB361,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,2.10009E+13,21,9,22,0,111,361,5577557300398410=3209000000000000008804,0,0,88,4,T5,0,50N,N,0,2.02111E+12,,NATID,14,14,14,0,JUBU@UATB361,นาย ลูกค้าสามร้อยเก้าสิบแปด ไอทีเอสคิวเท,,,2.10009E+21,21,9,22,0,0,0,82.24,82.24,,,,,H,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,54:32.0,10:51.6,,NULL,NULL
DR,2.12643E+17,1,UGAV,UAT1,SCB,S1GVT6102,UAT1,SCB,5.57756E+15,111,1,R,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,135441,39,260416,0,0,0,0,0,0,209,22,0,9E+21,,,,,,,,,,48,11,11,4340357569,0,3612843999,0,560,7803.6,7803.6,361000000,51,5,T,T,0,NCR S6622 XP,00000000000000JUBU@UAT,B361,,H,0,0,0,0,0,764,141,400,0,14,14,0,0,0,0,0,JUBU@UATB361,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,2.10009E+13,21,9,22,0,111,361,5577557300398410=3209000000000000008804,0,0,88,4,T5,0,51N,N,1,2.02111E+12,,NATID,14,14,14,0,JUBU@UATB361,นาย ลูกค้าสามร้อยเก้าสิบแปด ไอทีเอสคิวเท,,,2.10009E+21,21,9,22,0,0,0,82.24,82.24,,,,,H,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,54:41.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAV,UAT1,SCB,S1GVT6102,UAT1,SCB,5.57756E+15,111,1,R,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,135518,81,260416,0,0,0,0,0,0,210,22,0,9E+21,,,,,,,,,,38,1,11,4681281057,0,3612843999,0,600,3442,3442,361000000,52,5,T,T,0,NCR S6622 XP,00000000000000JUBU@UAT,B361,,H,0,0,0,0,0,764,141,400,0,14,14,0,0,0,0,0,JUBU@UATB361,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,2.10009E+13,21,9,22,0,111,361,5577557300398410=3209000000000000008804,0,0,88,4,T5,0,52N,N,0,2.02111E+12,,NATID,14,14,14,0,JUBU@UATB361,นาย ลูกค้าสามร้อยเก้าสิบแปด ไอทีเอสคิวเท,,,2.10009E+21,21,9,22,0,0,0,82.24,82.24,,,,,H,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,55:18.0,10:51.6,,NULL,NULL
DR,2.12643E+17,1,UGAV,UAT1,SCB,S1GVT6102,UAT1,SCB,5.57756E+15,111,1,R,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,135529,43,260416,0,0,0,0,0,0,210,22,0,9E+21,,,,,,,,,,48,1,11,4681281057,0,3612843999,0,600,3442,3442,361000000,53,5,T,T,0,NCR S6622 XP,00000000000000JUBU@UAT,B361,,H,0,0,0,0,0,764,141,400,0,14,14,0,0,0,0,0,JUBU@UATB361,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,2.10009E+13,21,9,22,0,111,361,5577557300398410=3209000000000000008804,0,0,88,4,T5,0,53N,N,1,2.02111E+12,,NATID,14,14,14,0,JUBU@UATB361,นาย ลูกค้าสามร้อยเก้าสิบแปด ไอทีเอสคิวเท,,,2.10009E+21,21,9,22,0,0,0,82.24,82.24,,,,,H,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,55:29.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G365310,UAT1,SCB,5.57755E+15,111,1,N,31,210,0,1,3,2.12643E+17,0,0,260416,140804,84,260416,0,0,0,0,0,0,881,22,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,NCR S6622E XP'S(ATM)@,SCB,8:00,x,H,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,5.60058E+13,56,58,120,0,0,0,5577550116023108=3008              1600,,,16,0,F5,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,08:04.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G365310,UAT1,SCB,5.57755E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,140809,69,260416,0,0,0,0,0,0,882,22,0,9E+21,,,,,,,,,,30,11,0,5492111116,0,0,0,0,461566.54,461566.54,0,2759,5,T,T,0,NCR S6622E XP'S(ATM)@,2000S334093999,8:00,x,H,0,0,0,,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,P,0,0,0,0,0,0,0,,,,,1000,0,0,1,0,0,0,0,0,,,,,,,,0,5.60058E+13,56,58,120,0,549,,5577550116023108=30082000S3340939991600,2000S334,93999,16,0,T5,27,59N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,08:09.0,10:51.6,1,NULL,NULL
ER,2.12643E+17,2,UGAA,UAT1,SCB,S1G365310,UAT1,SCB,5.57755E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,140821,35,260416,0,0,0,0,0,0,883,22,0,9E+21,,,,,,,,,,38,11,1,5492111116,0,1110300695,0,12.99,461566.54,461566.54,0,2760,5,T,T,0,NCR S6622E XP'S(ATM)@,2000S335097043CPAC ROO,F TILE    8 :,x,0,644.32,644.32,4644.32,6.44326E+15,0,764,0,0,0,0,0,0,0,0,0,0,CPAC ROOF TILE,0,0,0,P,0,0,0,0,0,0,0,,,,,10,0,0,0,0,1,1,0,0,,,,,,,,0,5.60058E+13,56,58,120,48,549,0,5577550116023108=30082000S3350970431600,2000S335,97043,16,0,T5,27,60N,N,0,1.05533E+13,,BILLERID,14,14,14,0,CPAC ROOF TILE,CPAC ROOF TILE,,,0,0,0,0,0,0,0,0,0,,,,,Q,,0,N,N,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,08:21.0,10:51.6,,NULL,NULL
DR,2.12643E+17,1,UGAA,UAT1,SCB,S1G365310,UAT1,SCB,5.57755E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,140829,2,260416,0,0,0,0,0,0,883,22,0,9E+21,,,,,,,,,123,55,11,1,5492111116,0,1110300695,0,12.99,461553.55,461553.55,0,2761,5,T,T,0,NCR S6622E XP'S(ATM)@,00000000000000CPAC ROO,F TILE    8 :,x,0,0,0,0,,0,764,0,0,0,0,0,0,0,0,0,0,CPAC ROOF TILE,0,0,0,P,0,0,0,0,0,0,0,,,,,10,0,0,0,0,1,1,0,0,,,,,,,456,0,5.60058E+13,56,58,120,48,549,0,5577550116023108=3008000000000000001600,0,0,16,0,T5,27,61N,N,2,1.05533E+13,,BILLERID,14,14,14,0,CPAC ROOF TILE,CPAC ROOF TILE,,,0,0,0,0,0,0,0,0,0,,,,,Q,,0,N,N,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,08:29.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G365310,UAT1,SCB,5.57755E+15,111,1,N,31,110,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,140850,27,260416,0,0,0,0,0,0,884,22,0,9E+21,,,,,,,,,,39,11,1,5492111116,0,163045436,0,111.11,0,0,830032704,2762,5,T,T,0,NCR S6622E XP'S(ATM)@,2000S336094036TESTFISU,AT        8 :,x,H,0,0,0,0,0,764,141,0,0,14,14,00000 000000,0,0,0,0,TESTFISUAT,0,0,0,P,0,0,0,0,0,0,0,,,,,1000,0,0,1,0,0,0,0,00000000000000000000N0,,,,,,,,0,5.60058E+13,56,58,120,0,549,5125,5577550116023108=30082000S3360940361600,2000S336,94036,16,0,T5,27,62N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,08:50.0,10:51.6,,NULL,NULL
DR,2.12643E+17,1,UGAA,UAT1,SCB,S1G365310,UAT1,SCB,5.57755E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,140850,27,260416,0,0,0,0,0,0,885,22,0,9E+21,,,,,,,,,,49,11,1,5492111116,0,163045436,0,111.11,461442.44,461442.44,830065408,2763,5,T,T,0,NCR S6622E XP'S(ATM)@,2000S337097075บัญชีทดส,อบเอฟไอเอ 8 :,x,H,0,0,0,0,0,764,141,0,0,14,14,00000 000000,0,0,0,0,บัญชีทดสอบเอฟไอเอ,0,0,0,P,0,0,0,0,0,0,0,,,,,10001000,0,10,1,0,0,0,0,00000000000000000000N0,,,,,,,,0,5.60058E+13,56,58,120,0,549,5125,5577550116023108=30082000S3370970751600,2000S337,97075,16,0,T5,27,63N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,08:50.0,10:51.6,,NULL,NULL
DR,2.12643E+17,1,UGAA,UAT1,SCB,S1G365310,UAT1,SCB,5.57755E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,140908,34,260416,0,0,0,0,0,0,886,22,0,9E+21,,,,,,,,,,10,11,0,5492111116,0,0,2,2000,459427.44,459427.44,0,2764,5,T,T,0,NCR S6622E XP'S(ATM)@,2000S338097080,8:00,x,H,0,0,0,,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,P,0,0,0,0,0,0,0,,,,,1.5E+13,15,0,1,1,0,0,0,0,,,,,,,,0,5.60058E+13,56,58,120,0,549,,5577550116023108=30082000S3380970801600,2000S338,97080,16,0,T5,27,64N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,09:08.0,10:51.6,1,NULL,NULL
DR,2.12643E+17,2,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,3,2.12643E+17,0,0,260416,140914,63,260416,0,0,0,0,0,0,1990,22,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,NCR S6622E XP,SCB,บ ป,],H,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,433,0,0,0,5577557300398410=3209              8804,,,88,4,F5,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,09:14.0,10:51.7,,NULL,NULL
DR,2.12643E+17,2,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,140938,8,260416,0,0,0,0,0,0,1991,22,0,9E+21,,,,,,,,,,38,1,11,4681281057,0,3612843999,0,580,2862,2862,361000000,54,5,T,T,0,NCR S6622E XP,00000000000000JUBU@UAT,B361     บ ป,],H,0,0,0,0,0,764,141,400,0,14,14,0,0,0,0,0,JUBU@UATB361,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,433,0,111,361,5577557300398410=3209000000000000008804,0,0,88,4,T5,0,54N,N,0,2.02111E+12,,NATID,14,14,14,0,JUBU@UATB361,นาย ลูกค้าสามร้อยเก้าสิบแปด ไอทีเอสคิวเท,,,0,0,0,0,0,0,0,0,0,,,,,H,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,09:38.0,10:51.7,,NULL,NULL
DR,2.12643E+17,1,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,140951,29,260416,0,0,0,0,0,0,1991,22,0,9E+21,,,,,,,,,,48,1,11,4681281057,0,3612843999,0,580,2862,2862,361000000,55,5,T,T,0,NCR S6622E XP,00000000000000JUBU@UAT,B361     บ ป,],H,0,0,0,0,0,764,141,400,0,14,14,0,0,0,0,0,JUBU@UATB361,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,433,0,111,361,5577557300398410=3209000000000000008804,0,0,88,4,T5,0,55N,N,1,2.02111E+12,,NATID,14,14,14,0,JUBU@UATB361,นาย ลูกค้าสามร้อยเก้าสิบแปด ไอทีเอสคิวเท,,,0,0,0,0,0,0,0,0,0,,,,,H,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,09:51.0,10:51.7,,NULL,NULL
DR,2.12643E+17,2,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,141029,72,260416,0,0,0,0,0,0,1992,22,0,9E+21,,,,,,,,,,38,11,11,4340357569,0,3612843999,0,600,7203.6,7203.6,361000000,56,5,T,T,0,NCR S6622E XP,00000000000000JUBU@UAT,B361     บ ป,],H,0,0,0,0,0,764,141,400,0,14,14,0,0,0,0,0,JUBU@UATB361,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,433,0,111,361,5577557300398410=3209000000000000008804,0,0,88,4,T5,0,56N,N,0,2.02111E+12,,NATID,14,14,14,0,JUBU@UATB361,นาย ลูกค้าสามร้อยเก้าสิบแปด ไอทีเอสคิวเท,,,0,0,0,0,0,0,0,0,0,,,,,H,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,10:29.0,10:51.7,,NULL,NULL
DR,2.12643E+17,1,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,141040,54,260416,0,0,0,0,0,0,1992,22,0,9E+21,,,,,,,,,,48,11,11,4340357569,0,3612843999,0,600,7203.6,7203.6,361000000,57,5,T,T,0,NCR S6622E XP,00000000000000JUBU@UAT,B361     บ ป,],H,0,0,0,0,0,764,141,400,0,14,14,0,0,0,0,0,JUBU@UATB361,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,193,433,0,111,361,5577557300398410=3209000000000000008804,0,0,88,4,T5,0,57N,N,1,2.02111E+12,,NATID,14,14,14,0,JUBU@UATB361,นาย ลูกค้าสามร้อยเก้าสิบแปด ไอทีเอสคิวเท,,,0,0,0,0,0,0,0,0,0,,,,,H,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,10:40.0,10:51.7,,NULL,NULL
